Iteration,API Requests,Total Time (seconds),Compilation Success,Similarity with Previous,Similarity with Original,Removed Element
1,0,25.434875965118408,True,0.0,0.0,hardware_abstraction_layer_function_gpio_write_pin
2,0,16.009382486343384,True,0.0,0.0,hardware_abstraction_layer_function_gpio_write_pin
3,0,5.199497699737549,True,0.0,0.0,hardware_abstraction_layer_function_gpio_write_pin
4,0,6.049934387207031,True,0.25925925925925924,0.25925925925925924,set_input_output_mode
5,0,5.055453777313232,True,0.2087912087912088,0.31135531135531136,hardware_abstraction_layer_function_gpio_write_pin
6,0,4.666646957397461,True,0.16,0.4909090909090909,ENABLE_GPIOA_CLOCK
7,0,4.026931524276733,True,0.1423487544483986,0.6227758007117438,ENABLE_GPIOC_CLOCK
8,0,4.521680116653442,True,0.1950354609929078,0.8156028368794326,hardware_abstraction_layer_function_gpio_read_pin
9,0,6.687192440032959,True,0.20422535211267606,0.8169014084507042,hardware_abstraction_layer_function_gpio_write_pin
10,0,4.749712228775024,True,1.013745704467354,0.6838487972508591,hardware_abstraction_layer_function_delay
11,0,5.076429128646851,True,0.0,0.6838487972508591,hardware_abstraction_layer_function_delay
12,0,4.530168533325195,True,0.19795221843003413,0.590443686006826,hardware_abstraction_layer_function_gpio_write_pin
13,0,4.497047185897827,True,0.18305084745762712,0.7423728813559322,hardware_abstraction_layer_function_gpio_read_pin
14,0,5.421475410461426,True,0.19528619528619529,0.7508417508417509,hardware_abstraction_layer_function_gpio_write_pin
15,0,3.6902713775634766,True,0.4597315436241611,0.7046979865771812,hardware_abstraction_layer_function_delay
16,0,3.9803013801574707,True,0.14666666666666667,0.78,ENABLE_GPIOC_CLOCK
17,0,3.9785685539245605,True,0.04666666666666667,0.78,ENABLE_GPIOC_CLOCK
18,0,3.940420389175415,True,0.15894039735099338,0.7152317880794702,hardware_abstraction_layer_function_gpio_toggle_pin
19,0,4.778815031051636,True,0.19078947368421054,0.6842105263157895,hardware_abstraction_layer_function_gpio_write_pin
20,0,4.7333903312683105,True,0.0,0.6842105263157895,hardware_abstraction_layer_function_gpio_write_pin
21,0,5.980847358703613,True,0.1437908496732026,0.6862745098039216,ENABLE_GPIOB_CLOCK
22,0,6.083268880844116,True,0.0,0.6862745098039216,ENABLE_GPIOB_CLOCK
23,0,4.066882848739624,True,0.16993464052287582,0.8562091503267973,hardware_abstraction_layer_function_gpio_read_pin
24,0,15.97797703742981,True,0.14285714285714285,1.0129870129870129,ENABLE_GPIOA_CLOCK
25,0,9.535848617553711,True,0.14193548387096774,1.0193548387096774,ENABLE_GPIOC_CLOCK
26,0,12.18440556526184,True,0.14102564102564102,1.0192307692307692,ENABLE_GPIOB_CLOCK
27,0,4.563624382019043,True,0.19745222929936307,1.019108280254777,ENABLE_GPIOC_CLOCK
28,0,3.779834508895874,True,0.1518987341772152,1.018987341772152,ENABLE_GPIOB_CLOCK
29,0,8.163049936294556,True,0.0,1.018987341772152,ENABLE_GPIOB_CLOCK
30,0,11.936033248901367,True,0.46540880503144655,1.0188679245283019,hardware_abstraction_layer_function_gpio_read_pin
31,0,5.2194435596466064,True,0.18125,1.01875,hardware_abstraction_layer_function_gpio_write_pin
32,0,6.492609977722168,True,0.13664596273291926,1.0186335403726707,ENABLE_GPIOC_CLOCK
33,0,4.513238191604614,True,0.13580246913580246,0.7716049382716049,hardware_abstraction_layer_function_delay
34,0,6.806994438171387,True,0.21712538226299694,0.926605504587156,set_input_output_mode
35,0,8.529160976409912,True,0.23100303951367782,0.9452887537993921,hardware_abstraction_layer_function_delay
36,0,5.092658519744873,True,0.17771084337349397,0.8795180722891566,hardware_abstraction_layer_function_gpio_write_pin
37,0,10.476735591888428,True,0.20783132530120482,0.8912386706948641,set_input_output_mode
38,0,4.8325371742248535,True,0.14414414414414414,0.9819819819819819,hardware_abstraction_layer_function_gpio_toggle_pin
39,0,8.655472755432129,True,0.13134328358208955,1.137313432835821,ENABLE_GPIOA_CLOCK
40,0,4.417410135269165,True,0.13056379821958458,1.231454005934718,ENABLE_GPIOB_CLOCK
41,0,6.970066547393799,True,0.6371681415929203,1.112094395280236,hardware_abstraction_layer_function_gpio_write_pin
42,0,10.731613159179688,True,0.014749262536873156,1.106508875739645,hardware_abstraction_layer_function_gpio_write_pin
43,0,7.229804754257202,True,0.12941176470588237,1.1058823529411765,ENABLE_GPIOB_CLOCK
44,0,4.538315057754517,True,0.47953216374269003,1.2105263157894737,hardware_abstraction_layer_function_gpio_toggle_pin
45,0,4.355974435806274,True,0.12790697674418605,1.2093023255813953,ENABLE_GPIOA_CLOCK
46,0,4.005755186080933,True,0.14450867052023122,1.0809248554913296,hardware_abstraction_layer_function_gpio_read_pin
47,0,4.674837827682495,True,0.12643678160919541,1.1264367816091954,ENABLE_GPIOA_CLOCK
48,0,3.7304201126098633,True,0.1346704871060172,1.005730659025788,hardware_abstraction_layer_function_gpio_toggle_pin
49,0,3.975586414337158,True,0.2792022792022792,1.1139601139601139,hardware_abstraction_layer_function_gpio_read_pin
50,0,4.569563388824463,True,0.18696883852691218,1.2096317280453257,set_input_output_mode
51,0,5.892324209213257,True,0.16101694915254236,1.1016949152542372,hardware_abstraction_layer_function_gpio_write_pin
52,0,3.979435682296753,True,0.12921348314606743,1.1067415730337078,hardware_abstraction_layer_function_gpio_toggle_pin
53,0,3.841085433959961,True,0.12290502793296089,1.106145251396648,ENABLE_GPIOC_CLOCK
54,0,3.959284782409668,True,0.1388888888888889,1.1055555555555556,hardware_abstraction_layer_function_gpio_toggle_pin
55,0,4.083883285522461,True,0.12154696132596685,1.0773480662983426,ENABLE_GPIOC_CLOCK
56,0,5.176258087158203,True,0.29120879120879123,0.967032967032967,hardware_abstraction_layer_function_gpio_write_pin
57,0,3.984670877456665,True,0.12021857923497267,0.9617486338797814,ENABLE_GPIOC_CLOCK
58,0,4.842911720275879,True,0.13043478260869565,0.9619565217391305,hardware_abstraction_layer_function_gpio_write_pin
59,0,4.450023889541626,True,0.7043010752688172,1.1290322580645162,hardware_abstraction_layer_function_gpio_read_pin
60,0,6.015904664993286,True,0.11764705882352941,1.1978609625668448,ENABLE_GPIOC_CLOCK
61,0,4.1238579750061035,True,0.11702127659574468,1.196808510638298,ENABLE_GPIOA_CLOCK
62,0,10.454071283340454,True,0.1746031746031746,1.2063492063492063,set_input_output_mode
63,0,7.045544385910034,True,0.11578947368421053,1.263157894736842,ENABLE_GPIOB_CLOCK
64,0,12.760635137557983,True,0.11518324607329843,1.2513089005235603,ENABLE_GPIOC_CLOCK
65,0,8.649786233901978,True,1.1822916666666667,1.171875,hardware_abstraction_layer_function_delay
66,0,10.737305879592896,True,0.11917098445595854,1.150259067357513,hardware_abstraction_layer_function_gpio_toggle_pin
67,0,11.405162334442139,True,0.1134020618556701,1.1494845360824741,ENABLE_GPIOC_CLOCK
68,0,10.432116508483887,True,0.15721649484536082,1.1757105943152455,hardware_abstraction_layer_function_gpio_toggle_pin
69,0,5.968352317810059,True,0.1343669250645995,1.0930232558139534,hardware_abstraction_layer_function_gpio_read_pin
70,0,4.6242897510528564,True,0.11311053984575835,1.0925449871465296,ENABLE_GPIOA_CLOCK
71,0,9.513612747192383,True,0.49104859335038364,1.0153452685421995,hardware_abstraction_layer_function_delay
72,0,4.720916509628296,True,0.0,1.0153452685421995,hardware_abstraction_layer_function_delay
73,0,5.097308874130249,True,0.11195928753180662,1.0559796437659033,ENABLE_GPIOC_CLOCK
74,0,3.6328115463256836,True,0.11139240506329114,1.1215189873417721,ENABLE_GPIOB_CLOCK
75,0,4.533654451370239,True,0.16624685138539042,1.1914357682619647,set_input_output_mode
76,0,4.361873388290405,True,0.11027568922305764,1.1904761904761905,ENABLE_GPIOA_CLOCK
77,0,3.5368611812591553,True,0.10972568578553615,1.1895261845386533,ENABLE_GPIOB_CLOCK
78,0,5.318706750869751,True,0.09925558312655088,1.2034739454094292,hardware_abstraction_layer_function_gpio_toggle_pin
79,0,5.893222808837891,True,0.1382716049382716,1.128395061728395,hardware_abstraction_layer_function_gpio_write_pin
80,0,4.350140810012817,True,0.10810810810810811,1.1277641277641277,ENABLE_GPIOB_CLOCK
81,0,3.936413288116455,True,0.0,1.1277641277641277,ENABLE_GPIOB_CLOCK
82,0,4.204216480255127,True,0.10757946210268948,1.1271393643031784,ENABLE_GPIOC_CLOCK
83,0,6.137077808380127,True,0.6170731707317073,1.1365853658536584,set_input_output_mode
84,0,4.5150721073150635,True,0.3932038834951456,1.1407766990291262,hardware_abstraction_layer_function_gpio_write_pin
85,0,3.16373348236084,True,0.7874396135265701,1.1594202898550725,hardware_abstraction_layer_function_delay
86,0,3.8692169189453125,True,0.10476190476190476,1.2,hardware_abstraction_layer_function_gpio_toggle_pin
87,0,3.6037700176239014,True,0.1380952380952381,1.1923076923076923,set_input_output_mode
88,0,3.9911842346191406,True,0.15311004784688995,1.215311004784689,hardware_abstraction_layer_function_gpio_toggle_pin
89,0,4.309471368789673,True,0.10476190476190476,1.2142857142857142,ENABLE_GPIOC_CLOCK
90,0,4.056067228317261,True,0.10426540284360189,1.2132701421800949,ENABLE_GPIOA_CLOCK
91,0,3.7274556159973145,True,0.10377358490566038,1.2122641509433962,ENABLE_GPIOB_CLOCK
92,0,3.928623676300049,True,0.11267605633802817,1.2112676056338028,ENABLE_GPIOA_CLOCK
93,0,4.060757398605347,True,0.11214953271028037,1.2102803738317758,ENABLE_GPIOB_CLOCK
94,0,3.5129201412200928,True,0.0,1.2102803738317758,ENABLE_GPIOB_CLOCK
95,0,7.155094146728516,True,0.11627906976744186,1.0372093023255815,hardware_abstraction_layer_function_gpio_read_pin
96,0,4.429455280303955,True,0.12240184757505773,1.0877598152424943,set_input_output_mode
97,0,3.8446924686431885,True,0.10114942528735632,1.1425287356321838,ENABLE_GPIOB_CLOCK
98,0,3.7275822162628174,True,0.10574712643678161,1.0919540229885059,hardware_abstraction_layer_function_gpio_toggle_pin
